-6.609820516539100410e+00,9.140594367590601621e+00,-8.452160840328915015e+00,-9.568673014533102261e+00,-6.162647346497802658e-01,-6.367367872963118458e+00,1.840899958894654631e+00,-5.351562295568266237e+00,9.159880638122558594e+00
-1.137191045631240627e-01,-5.366327645091972798e+00,-7.697505226701193415e+00,-7.552658295865228411e+00,-1.551194044291648311e+00,9.982434977270443710e+00,6.966588040375182089e+00,1.264771667969382563e+00,6.998625278472900391e+00
-8.854091438828149307e+00,-9.099705930370348028e+00,8.284748093379945999e+00,-3.635957592031324737e-01,-7.936523472342297936e+00,3.579745937730244520e+00,-1.846535185105974364e+00,-5.088485224707390842e+00,3.789275169372558594e+00
-2.687022630483615337e+00,1.226150203500473879e+00,4.679444956647209608e+00,4.285083386899518842e+00,-4.425521437575053341e+00,1.786465592856902873e+00,-7.935682280906497965e+00,-9.644557750970292886e+00,6.514994144439697266e+00
1.744393628329511614e+00,-5.769903626224557769e+00,-9.140534561253321755e-01,4.026287411392567961e+00,7.720396555196614941e+00,-1.437113468660502491e+00,-1.724075689328966376e+00,9.067774212848242144e+00,1.856823921203613281e+01
-8.228800935954181384e+00,2.477007004865548367e+00,-1.083465313955045417e+00,6.745726967807005536e+00,6.213557510308998388e+00,-2.629795392878675031e+00,-1.459922632676011744e-01,8.469074249643409047e-01,1.749559593200683594e+01
-1.563641520864532453e+00,8.967955726056104027e+00,-2.092192123430223205e-01,-1.796800300219187463e+00,9.592976599393001180e+00,-6.485292492517147345e+00,-5.920606538340164704e+00,9.283207740763867122e+00,1.736418914794921875e+01
-3.328574470229330728e+00,-2.860905899686729370e+00,-9.684459651911403455e-01,-7.777555071336164083e+00,1.488027726016706964e+00,-2.147878733672743401e+00,7.663577662396360068e+00,-7.326465336040461906e+00,7.412095546722412109e+00
-1.419416756078692998e+00,6.312735458182348935e+00,7.316190805366467487e+00,-2.348752240647796086e+00,6.299003811052813262e+00,1.658320808716061023e+00,-9.131537790931501419e+00,-1.821298219962855569e+00,8.535742759704589844e+00
-4.285988294861056147e-01,-2.415264213961993534e+00,-4.769201502927097991e+00,8.823077593832916676e+00,3.173678498723923269e+00,-4.830208130943047351e+00,-9.626845659301363156e+00,9.949473987491234794e+00,1.831732940673828125e+01
-7.761833229928045697e+00,-1.827530318696430456e+00,-3.936192571941523610e+00,-5.237385653912387085e+00,-4.964906661877888538e+00,1.053245338714205559e+00,8.561675607491491036e+00,4.947817864247223696e-01,8.183389663696289062e+00
-1.829445653544150119e+00,9.426037035712127476e+00,7.080400243355299494e+00,-2.804546643567890740e+00,-6.937564078145459945e+00,8.473924974448003411e+00,9.597671165240441837e+00,-8.008991528786875591e+00,7.972197532653808594e+00
1.987787586992498134e+00,3.710256306178173702e+00,-2.946253941055287484e+00,-7.396855743537114058e+00,-7.539627734726574992e+00,-9.808143196593634983e+00,-5.782200838456066805e+00,6.859860505661472985e+00,1.449780082702636719e+01
9.431288914113824973e+00,1.120800757464159858e-01,-8.240579482497807362e+00,-4.211661554309158007e+00,-3.155984480849998164e-01,-6.388768385384688386e+00,-4.298991000197167622e+00,5.896069320607457698e+00,1.271165466308593750e+01
-1.801675826625892540e-01,-2.646252264667885434e+00,-9.829899342539807350e+00,7.693616042439295200e+00,2.510411035967834437e-01,-4.873986748016550408e+00,2.523731942835727438e-01,-2.794159035147371739e+00,6.422191143035888672e+00
8.754157873883848140e+00,-5.235295168223825790e+00,-1.212710766017053743e+00,3.582717821644543221e+00,-4.535879528625555324e+00,-4.164946418863086919e+00,1.054992062884707593e-01,9.831128544688901627e+00,1.107797145843505859e+01
4.711848355847598313e+00,7.827757766194739730e+00,8.741090353901132204e+00,7.249600858750419263e+00,-2.928007229512337162e+00,-9.368235781585100952e+00,4.430919306160124194e+00,9.201370893287663222e+00,1.726650428771972656e+01
6.121924581204854832e+00,-4.181529864471267288e+00,2.797514836747934552e+00,1.910291996780378199e+00,-8.080280701313691694e+00,5.125733853850197974e+00,-8.823669788858980567e+00,-4.666816049749162865e+00,5.549380779266357422e+00
