-6.830691508737998241e+00,6.867044826552756831e+00,-1.660000376749223960e+00,-1.660677957630834811e+00,1.382934499659747019e-01,2.768803086203428521e+00,7.733809647553940181e+00,-5.185664509738123762e+00,4.689884410915441393e+00,4.051900062197560715e+00,9.277973729953806981e+00,-6.841754391440176164e+00,1.789087503571153093e+00,3.623333871364593506e-01
-3.915272313944811344e+00,6.750732671091732584e-01,-9.470486733387520673e+00,3.390038694579651235e-01,-4.874441126144118286e+00,-7.693374081597705860e+00,-7.383286107157431388e+00,3.111679290613444948e+00,6.142467990683861956e+00,-9.835264636964264895e+00,2.611177245036643058e+00,-6.086127474400688797e+00,-7.036547687095334069e+00,4.390664696693420410e-01
-3.485485964685715032e-01,-6.506716426455223967e+00,-3.710789979595521260e+00,-5.132216374142871018e+00,-5.057307433411260433e+00,3.152409430681579749e-01,-9.348021217981886011e+00,4.591970533326794168e+00,9.578613847215216026e+00,4.286773618109009476e+00,3.611471583500007299e+00,6.205848879118008199e+00,7.882960809842490590e+00,6.670290231704711914e-01
7.689355323415359322e+00,7.424843974206279285e+00,9.959385239052039651e+00,5.569641823387419421e+00,-2.231986992576051598e+00,-7.648379880648638718e+00,2.464236037977432403e+00,3.056852584437940834e+00,-7.103887980771126820e+00,-5.415644625394364198e+00,4.908095716108419992e+00,-3.545231316913861619e+00,-5.324930135775359119e+00,4.461805820465087891e-01
-5.890750243788964724e-01,7.055986535836627382e+00,1.389573794830941011e+00,-7.066882077574838661e+00,-9.508891743594807267e+00,5.743532152907944166e+00,-5.090227401522358086e+00,2.092618276062907512e-02,8.712774234680491503e-01,-3.944380827016418678e+00,-8.807611850326646064e+00,5.932466099744996058e+00,2.163026638454347506e+00,4.651360511779785156e-01
-5.813416790111798349e-01,7.877041729111589063e+00,3.107826505960112229e+00,-3.461699301637215953e+00,-3.545169885589627867e+00,4.059748408433458522e+00,-2.504421390526800906e-02,-1.071377569879608416e+00,-3.740915981467884954e+00,7.274929295026197451e+00,1.311159155695346357e+00,-3.220137746315041127e+00,5.946927451404370402e+00,3.709390163421630859e-01
-2.134703295819750934e-01,-6.785467146337184730e+00,-3.945661740143588503e+00,-7.588710189802436723e+00,-7.289693935391063917e-01,-4.064200205325565918e+00,-4.952555121823191797e+00,9.480270998565821117e+00,-9.006339864103381387e+00,-5.188259768729217569e-01,-6.068538852837763287e+00,-4.551973786477743644e+00,8.480477595730377516e+00,4.390664696693420410e-01
-7.828818697863837883e+00,1.667535251738126334e+00,8.110165891484118816e+00,9.560254333241427815e+00,-5.985439287677856157e-01,4.141608764192444170e+00,-8.900063633034363875e+00,7.300929981560575044e+00,1.458538551086602908e+00,-6.735915275980010719e+00,-2.628711072846499519e+00,1.405667046909524487e-01,6.844698415588315044e+00,4.385888278484344482e-01
-5.351290792681844266e+00,5.659269248215178294e+00,-1.873477396377465354e+00,-2.903566864778999168e+00,-3.522930283280716779e+00,4.207534859491310897e+00,-4.027530429150953495e+00,2.106571711716966888e-01,-7.971609679422451578e+00,1.712458283321895536e+00,2.477054059137778097e+00,3.100898365032122683e+00,5.945477148643480092e+00,6.276207566261291504e-01
7.447805236784233784e+00,-4.439144042533058609e-01,-4.317763335522457169e+00,-2.356041401706299609e+00,7.315507538499524287e+00,2.132059408787741361e+00,2.126895469774597203e+00,-5.784571220660525981e+00,9.363434501133518495e-01,-6.547409557912331479e+00,6.514292362364514588e+00,-6.201324855673737702e+00,7.071164361566285805e+00,4.019351303577423096e-01
-4.376573381224709181e+00,7.870286647081762510e+00,-4.863767605401876359e+00,5.833219197776848830e+00,-6.190895465804599596e+00,-7.315530989154148678e+00,-4.425465764180948725e+00,1.081239712903681038e-02,-1.275921621861865418e+00,-1.017738989682769102e+00,-2.820406746920141039e+00,7.427775351098009793e+00,-7.439271207993048307e+00,7.087679505348205566e-01
1.748839750075285693e+00,1.910716085864027747e+00,9.191086932770428319e+00,9.599295673999822753e+00,-9.657131494844708897e+00,9.618142560192261215e+00,-2.023160984797101491e+00,6.015243346138166913e+00,1.311486413602997558e+00,9.755516287438119605e-01,-6.224831631449738722e-01,-8.202892042154839913e+00,-1.606803475449957830e+00,4.385888278484344482e-01
-1.528439101476177342e+00,-8.657841903923388927e+00,2.692372767642417841e+00,-2.466380583931224280e+00,8.498072164228599235e+00,-9.545576397865488616e+00,-5.836707984123361115e+00,5.565249895426898519e+00,1.618896295591357060e+00,6.664353869905266237e-01,3.115963565433844451e+00,5.268276318962584526e+00,-4.894610846035307716e+00,4.648146629333496094e-01
3.834503201180341492e+00,3.383980499089380700e+00,8.015705823892506743e+00,-2.483370790761208369e+00,-6.385068791775960761e+00,-7.329997049699068512e+00,6.783194674387736711e+00,-6.390632334602932119e+00,-1.872659275707636795e+00,6.935475970286653080e-01,-6.901494793432503272e+00,-2.244574476612939407e+00,-7.990439538665647490e+00,4.390664696693420410e-01
-4.802807503367494846e+00,-2.194565357859494803e+00,-6.102484485428549377e+00,5.457208041590906333e+00,-2.259711026659754651e+00,1.678438209258914071e+00,8.262461389835248582e+00,-1.574490823843657239e+00,-4.823003372588723359e+00,4.778398734323365815e+00,9.982830292240151948e+00,-8.828139931068223589e+00,6.049459227789292015e+00,3.634212315082550049e-01
-3.098589989206290696e+00,-1.086070261223067490e+00,-3.901995014664365158e+00,-7.633628449532032789e-01,2.022525962612586881e+00,-5.141122668949991592e+00,9.249225054171027693e+00,-7.590510591983836264e+00,7.189928849609980688e+00,-9.085788986536986300e+00,2.022905247368488091e+00,7.432865337161146613e+00,4.781873101879037691e+00,7.080931663513183594e-01
5.556211200866716382e-01,-9.797064029311117750e+00,-3.621264794703038525e+00,-4.517938284966749762e+00,-2.976790586364861824e+00,4.502217431955880755e+00,4.394630271880529904e+00,-5.562416330455508984e+00,-3.124354183433113441e+00,-2.073941295137256446e+00,-7.474742848791386507e+00,7.427949326937586250e+00,7.937967549668890399e+00,7.080931663513183594e-01
-8.299407749822202973e+00,6.094684963503510744e+00,9.096799407141954674e+00,-5.413078118322955490e+00,-3.708801609516871878e+00,3.152767727266912345e+00,2.642520420789226776e+00,-7.398998257220950059e+00,6.283082956005724640e+00,4.410948667634045250e+00,6.653985933436786127e+00,7.196103705747074031e+00,-3.631882968422514679e+00,6.670290231704711914e-01
6.980300630932035233e+00,7.709754634965577225e+00,-8.449424900229896451e+00,1.257152948945465809e+00,-1.871038252121614676e+00,9.391887383746411189e+00,-5.783464047382789630e+00,-7.366725796391904169e-02,4.807808379202532123e+00,-4.047282098883453472e+00,-2.359375907140597306e+00,1.899959114908275737e+00,1.654158567137482549e+00,4.390664696693420410e-01
-8.713350317363504516e+00,-5.348591013752958645e+00,-5.719592735912117476e+00,5.434159903573871020e+00,4.579699111795790145e+00,-8.531513001764107429e+00,-2.028983558906345408e+00,-6.867177871896872787e+00,2.683714767869069817e-01,1.425015496789182379e+00,-5.662467270966661914e+00,7.533988813680966956e+00,-5.286173488393064446e+00,7.037765979766845703e-01
1.909504819579019852e-01,-4.604402495516644045e+00,-8.433764753134598280e+00,4.318921920140315507e+00,5.682045081429478728e+00,2.291989228023048497e+00,-9.851769700032447119e+00,3.630575038214754358e+00,-4.279255139049340073e+00,1.338998856113015279e+00,5.694518790604593761e+00,-5.623884685457700705e+00,9.544869303985056064e+00,4.721728563308715820e-01
