-1.848353524292171812e+00,3.231107933516113917e+00,-9.056080700971087083e+00,-1.243459724705255454e+00,5.811427792475488019e+00,6.197505702219206825e+00,-6.108467375033724167e+00,-5.732047934032351577e-01,-4.540609381959940904e+00,-1.675691689019892294e+00,-1.773209703865470388e+00,-4.211809294237527368e+00,1.013029393726753824e+00,9.714635014027606985e+00,-7.314841049626041425e+00,8.563552173499346054e+00,-7.046174262857007875e+00,4.656419773801530937e+00,9.282938401363978187e-01,-4.295377677206600353e+00,1.886415479482950630e+00,6.412571868105700901e+00,-3.720832952572954433e+00,-2.389328151475142548e+00,-4.687078938601246136e+00,-4.789816993843166060e+00,-3.457449904388745665e+00,1.967509435197893453e+00,7.162063121795654297e-01
-1.702213713688355057e+00,-8.351229164604943023e+00,3.384873702049706168e+00,7.945973723265399968e+00,6.648927055633251371e-01,-8.953697747280823904e+00,-3.619447225038195270e+00,5.973656518705743323e+00,-1.532095665206416157e+00,8.725033953835431788e+00,7.058573534760988366e+00,-9.363808460002772449e+00,1.739212121138649536e+00,6.135781894173508277e+00,9.222331167498715843e+00,1.282779257417239194e+00,1.964869431702700453e+00,9.372029724691987695e+00,-3.609912440552147217e+00,-9.341731948979621336e+00,-6.573356656721762725e+00,-4.569502990846567414e+00,-2.667374161740305283e+00,8.981633641909532173e+00,8.702206465761896936e-01,-6.000907480059618493e+00,9.776131725763530511e-01,4.521788351322040711e+00,4.955076873302459717e-01
2.662077910815902726e+00,-5.824026486189925578e+00,-8.970610001173493941e+00,3.085430366467939223e+00,-1.081561713360422061e+00,2.693810331736123942e+00,1.137236708123284146e+00,9.400835973149767710e+00,1.811785563193108572e+00,8.861091202804590949e+00,-1.505402622308363192e+00,-4.814145645677503360e+00,3.405842136730193204e+00,4.696685464019441980e+00,9.969321988780478705e+00,6.981121714928949729e+00,-1.409426924125829927e+00,-2.294577194717493107e+00,-7.760407639225403997e+00,-8.775292101925398214e+00,-2.914089796239681007e+00,-5.267841077741630684e+00,-7.135469453734570422e+00,9.877255821648134315e-01,-2.793637962099189131e+00,5.351651922121178018e+00,-1.142022269710611937e+00,-6.440072795096394742e+00,5.145953297615051270e-01
8.372117531155744530e+00,4.424274168566181942e+00,-1.514765833513973092e+00,-7.995900068079341949e+00,-9.451882358900910219e+00,-8.581971432156418444e+00,-1.334998812061964912e-01,-2.416658700293840667e+00,-9.055126473457537628e-01,-5.517931928625150917e+00,-1.510616217335522649e+00,1.166210372992892985e-01,-6.908799626327180476e+00,6.839808138508011837e+00,-9.066458936479879327e+00,9.121154953326403358e+00,3.727180648389476048e+00,2.643308562960955399e+00,4.691845373088787241e+00,-5.927300505040000722e+00,7.124336838635088043e-01,-9.786149631511083413e+00,7.126933668179582071e+00,7.949635739711091276e+00,1.412018731336591060e+00,2.725222808556335252e+00,6.592233809841523851e+00,9.284913685593920718e+00,3.127229213714599609e-02
9.929045810476448963e+00,5.982911031317266648e+00,7.788790470840503133e+00,2.700927160471646715e+00,-8.875247227490920210e+00,9.663194593712059799e+00,9.206301897090515496e+00,-4.795648926277329416e+00,1.904137698058704586e+00,-1.412280572069427365e+00,7.152862532483794666e-02,-7.154918467390016801e+00,-4.705509633069002717e+00,-3.609883493205550131e+00,-4.845559545515154554e+00,6.999943068681201197e+00,-8.873311159224257949e+00,8.755720556780627106e+00,2.795660648786039815e+00,4.642431960105021460e+00,-4.337002329162600311e+00,3.134460947546086729e+00,-4.749969138056153284e+00,1.121835610889014845e+00,-5.750055725765072623e+00,-6.699392208350474220e-01,-1.058051261506784968e+00,1.555080318077081358e+00,3.878254890441894531e-01
5.246950137643482392e+00,9.689791922222322995e+00,5.975492638693641112e+00,-7.790070495982952536e-01,7.195327944247864593e+00,3.738688051299392967e+00,-3.168169569315521628e+00,-3.632831069256877043e+00,-3.603227195863556886e+00,3.296624509484997745e+00,-8.826393078598076869e+00,-9.048652008933899538e-01,2.534768550908026441e-01,-4.702872302059786236e+00,-7.507219304245511537e+00,1.036012565275337138e+00,-7.015198297703300057e-01,-4.940374859029892818e+00,-7.308974002399066805e+00,1.605075273732222030e+00,-7.101464288520431545e+00,-5.174181558625243760e+00,3.388699830516042510e+00,4.607924103718254116e+00,5.999187558457172997e+00,8.390216250077354943e+00,3.901978291894693029e+00,4.032321881505607664e+00,3.099604137241840363e-02
-5.853207156172699044e+00,2.056443812390893910e+00,-3.965611546496036866e+00,-2.524915208297489500e+00,1.059823878125918384e+00,-6.877254874429345577e+00,2.247782322391170595e+00,-3.445681111928175611e+00,5.099269970802319918e+00,1.943543736987887627e+00,-1.405765897075568205e-01,6.363066236093587236e+00,5.687427033753342798e+00,-4.007656449482846384e+00,2.759049789827178856e+00,1.105079151963701989e+00,5.193375191261344170e+00,-6.305456581188004783e+00,-4.801855052352744124e+00,5.456821195814200109e+00,4.185046640518798711e+00,2.801224779314189561e+00,-6.228063714651517202e+00,-9.496202668992356877e+00,8.379466768300147805e-01,2.143389810565714981e+00,-1.159150513404155092e+00,2.250850847611358674e+00,1.176836863160133362e-01
5.691800760296112927e+00,-7.893785107779251575e+00,-2.059073968902042751e+00,8.350650574377922908e+00,6.231977144152768489e+00,4.458850712385533654e-01,8.017841341158856494e+00,-5.541722677592400004e+00,-8.485897414979435283e+00,-5.108889721394156425e+00,-4.919803168810474858e+00,3.441629661234983928e-01,-4.649392300343542672e+00,-9.165490210579639196e+00,7.416298750590254230e+00,-4.860698070097391188e+00,7.530049616160422232e+00,8.248659935893986273e+00,-3.691712138248472996e+00,8.682852605073993146e+00,8.735663817949923526e-01,7.509344663010661947e+00,-2.755004813106333827e+00,-1.586032151840280235e+00,-2.920426428753406967e+00,-2.172901339917205910e+00,5.324881822700556100e+00,-7.773941643438284643e+00,8.753210902214050293e-01
-9.115144558786365536e+00,-3.754243726989356489e+00,5.240620749376390108e+00,-1.138807886179069584e+00,6.486992029120827397e+00,8.352736624260899134e-01,2.259417316694261046e-01,-9.095928997513231806e+00,-5.568058567913274359e+00,6.900293322296207066e-01,1.675986391435543510e+00,5.964671672156544702e+00,-9.739100646732406830e+00,-3.906788396156919418e-01,7.637558996429756775e+00,-5.744315488807256287e+00,-3.547015856868824812e+00,-2.055254460331441990e+00,7.066805693267589561e+00,2.846668524890594298e+00,-1.534032947849972572e-02,1.518586102933451087e+00,3.347821439364510709e+00,-7.360007633889367185e-01,-5.652393480418007599e+00,1.323232302164786489e+00,9.102202387690773833e+00,-9.467933346560354124e+00,4.035827815532684326e-01
9.409825321652899532e+00,-5.652949049942634474e+00,-7.440543841357875721e+00,-7.280061877073771726e+00,-9.090592639203460834e+00,-4.371029942114326161e-01,-3.852515786580044121e+00,-8.370654355178764661e+00,-6.143819284146177395e+00,-7.798679656761667189e+00,-5.098785884134537483e+00,4.097283789316676916e-01,4.641232932567183056e+00,8.360786513737195946e+00,5.999050089972737254e+00,1.704988899624567011e+00,-4.541980126087750591e+00,4.191992652363758509e-01,-1.429071319948391761e+00,-1.578295214898465915e+00,-9.953504380661073014e+00,7.778013317577819663e+00,-3.631978302369263112e+00,3.496643058438113627e+00,-5.239322163348862915e-01,-7.725627111289467663e+00,-6.055620064521112234e+00,4.021893232121549033e+00,3.928324878215789795e-01
